city,area_sqft,bedrooms,bathrooms,age_years,parking,furnishing,floor,total_floors,gym,swimming_pool,security,near_school,near_hospital,near_market,price
Lucknow,886.5421618523796,3,2,6.67605184574094,1,Semi Furnished,Ground,3,0,1,1,0,0,0,5975601.0
Ahmedabad,2356.1538641834613,4,3,3.8451150498817537,1,Semi Furnished,Ground,3,0,0,0,0,1,1,19402478.0
Bangalore,1435.7244828074352,2,3,13.851350628646767,2,Unfurnished,Ground,3,1,0,2,1,0,0,14603042.0
Kolkata,1012.489307530743,3,4,7.431801096511621,1,Unfurnished,Top,4,0,0,1,1,0,0,8525710.0
Pune,1878.8773901040918,2,2,0.2133830093986607,1,Unfurnished,Mid,2,0,0,2,1,0,1,19041295.0
Mumbai,1276.772760872476,2,2,0.337229239709533,1,Unfurnished,Mid,4,0,1,1,0,1,1,20500781.0
Pune,1459.131661984253,2,1,4.805901772464792,1,Semi Furnished,Ground,3,1,0,1,0,1,1,14795185.0
Ahmedabad,1297.8608778939606,4,2,10.774581157835007,1,Semi Furnished,Ground,2,1,1,0,0,0,0,10307828.0
Ahmedabad,1091.63103406755,2,3,6.559898982752019,0,Unfurnished,Top,1,0,0,0,0,0,0,7201987.0
Jaipur,1861.9985162009518,4,3,0.3652380413927781,1,Semi Furnished,Top,1,0,1,0,0,0,1,19004355.0
Hyderabad,1356.8492985529065,4,2,3.7876540175654103,1,Unfurnished,Top,2,1,0,2,0,1,0,13869051.0
Hyderabad,781.6741039103771,3,3,1.5208479483761057,2,Semi Furnished,Ground,2,1,0,0,1,0,1,7075910.0
Delhi,1775.5300621079664,2,2,44.5310984249039,2,Fully Furnished,Mid,1,1,1,0,0,0,1,22831871.0
Bangalore,897.2088244881223,2,2,5.627692435945807,1,Semi Furnished,Mid,3,1,0,0,0,1,1,10581222.0
Chennai,923.3699136623707,3,2,0.22314719605171743,1,Unfurnished,Ground,5,0,0,2,1,0,0,8040767.0
Chennai,2096.303102488658,1,2,16.207014878658455,1,Fully Furnished,Ground,3,1,0,1,0,1,1,20004311.0
Ahmedabad,901.8300503948941,3,3,3.968234577958363,0,Fully Furnished,Top,3,0,0,1,0,1,0,9099414.0
Mumbai,400.0,5,2,12.546129384441363,1,Unfurnished,Mid,2,0,0,0,1,0,0,5357537.0
Lucknow,1811.4307424807478,2,2,2.450944795724279,2,Unfurnished,Mid,2,1,0,1,0,0,1,9660975.0
Chennai,1348.0682852594348,3,3,62.039911413166415,2,Semi Furnished,Ground,2,0,0,1,0,1,1,9730563.0
Chennai,1391.1724394309417,5,4,52.72852480182952,1,Semi Furnished,Ground,4,0,0,2,1,1,1,13071052.0
Mumbai,1342.7498033249,4,2,16.00597839796033,1,Fully Furnished,Ground,5,0,0,0,0,1,1,19904010.0
Bangalore,1615.8349695093634,4,2,18.42411676868081,0,Semi Furnished,Top,3,0,0,2,0,1,0,19533587.0
Kolkata,1123.640379048466,4,2,8.323723712053498,1,Semi Furnished,Mid,1,1,0,1,1,0,1,10394937.0
Hyderabad,2238.0574372828823,3,1,49.12349862119284,2,Semi Furnished,Mid,3,1,0,0,0,1,1,15627372.0
Jaipur,761.8847598453008,4,1,8.267935086937225,1,Fully Furnished,Ground,3,1,0,1,0,0,1,6041458.0
Jaipur,1722.4374583385616,4,3,4.106056307691383,1,Semi Furnished,Top,4,1,0,0,1,0,1,16920670.0
Jaipur,1821.060501938292,3,1,1.8389329945794841,1,Semi Furnished,Mid,3,0,0,2,0,0,0,13249076.0
Mumbai,1120.174119583311,3,2,3.5002816072723695,1,Unfurnished,Ground,3,0,0,0,0,0,0,13847009.0
Jaipur,988.1327773610908,3,3,12.736965732267608,1,Fully Furnished,Ground,3,1,0,0,1,0,1,8192135.0
Ahmedabad,2008.587107085078,3,3,4.21738526740193,1,Unfurnished,Ground,3,1,0,0,0,1,1,14425684.0
Delhi,1004.5696229916425,2,2,15.930564830377573,1,Fully Furnished,Mid,3,0,1,1,1,0,0,14683541.0
Mumbai,1196.6680296247166,3,2,7.223481629592986,2,Unfurnished,Top,3,1,0,2,0,0,0,19832345.0
Mumbai,1943.6544812298732,3,2,32.68865042227185,1,Unfurnished,Top,4,0,1,0,0,1,1,22195851.0
Hyderabad,1517.370616769512,3,2,12.26291374286008,2,Unfurnished,Ground,1,0,0,0,0,0,0,10651402.0
Jaipur,601.4281661854477,2,2,14.616905784635835,2,Unfurnished,Top,4,0,0,0,1,0,0,3584753.0
Pune,2373.529572276757,4,2,12.197884944002377,1,Semi Furnished,Top,4,0,1,2,1,1,0,31551702.0
Kolkata,1234.9946206100171,2,1,32.516719266084536,0,Semi Furnished,Ground,3,1,0,0,1,1,1,6910967.0
Delhi,1298.6213550467915,2,2,0.9827981244834814,0,Semi Furnished,Mid,4,0,0,1,1,0,0,17672376.0
Mumbai,1627.8921261631826,3,2,1.0458584432648872,1,Unfurnished,Top,4,0,1,0,1,0,0,30786530.0
Delhi,1812.5383985020364,3,4,18.146857662397537,2,Fully Furnished,Mid,3,0,0,1,0,1,0,26413089.0
Mumbai,2480.5521456457336,2,2,21.9129348719924,2,Fully Furnished,Top,4,0,0,1,1,1,1,31655517.125
Bangalore,669.9659252971518,3,3,8.526540815480418,0,Unfurnished,Ground,2,1,0,2,0,1,1,8124163.0
Hyderabad,1912.976104462973,4,2,6.515035405034744,1,Unfurnished,Mid,3,0,0,0,1,1,1,17165898.0
Ahmedabad,1871.5048470250385,3,3,4.884810860934029,2,Semi Furnished,Mid,2,1,0,0,1,0,1,17487354.0
Bangalore,1431.4175445629417,3,2,4.006331383799572,0,Unfurnished,Top,2,0,0,1,1,0,1,16458235.0
Lucknow,1893.6368474081112,2,2,36.44922005031154,2,Semi Furnished,Mid,4,1,0,0,0,0,1,9548117.0
Jaipur,1967.1370088182734,3,3,5.246331507947303,1,Semi Furnished,Top,2,0,0,1,0,0,1,16015685.0
Lucknow,809.0186075064978,4,3,15.665219702684006,2,Unfurnished,Mid,3,0,0,1,0,0,1,4925802.0
Kolkata,2374.8832529404153,3,4,23.20362285947717,1,Fully Furnished,Top,2,0,0,2,1,0,1,22594167.0
Pune,720.6188734309292,4,3,0.3331715424710127,1,Fully Furnished,Top,3,0,0,1,1,1,1,11633303.0
Ahmedabad,932.3418593806134,3,1,0.5169176044686277,1,Unfurnished,Ground,2,0,1,0,0,0,1,6746773.0
Bangalore,1369.1061631879518,3,2,6.077568873634791,2,Semi Furnished,Ground,3,1,0,0,0,0,0,15909604.0
Delhi,2462.470256593528,4,2,17.861690541340387,1,Semi Furnished,Top,4,1,0,0,0,0,1,31015192.0
Delhi,1345.8716851233069,4,1,4.532773686305522,1,Fully Furnished,Top,3,1,0,1,1,0,1,24374570.0
Kolkata,1484.0330549745947,4,3,0.02226587394803699,1,Semi Furnished,Top,4,0,0,1,1,0,1,15855474.0
Mumbai,2216.0393019522817,3,2,5.098276706823682,2,Fully Furnished,Ground,2,0,0,1,0,1,0,31655517.125
Delhi,1349.8409287172635,4,3,1.4168166653734229,0,Unfurnished,Ground,4,0,0,2,1,1,0,17310279.0
Jaipur,910.7816435346622,3,2,3.715642049655149,1,Unfurnished,Mid,3,0,0,0,1,1,1,6150478.0
Pune,1291.3825823808427,4,2,6.078751983991095,0,Semi Furnished,Top,3,0,0,2,0,0,0,14641409.0
Hyderabad,2185.3959169028885,1,1,2.055474470966776,1,Unfurnished,Mid,4,1,1,0,0,0,1,17072631.0
Jaipur,1535.4324985275682,3,1,18.381252770051006,1,Unfurnished,Ground,3,0,0,2,1,0,1,9510762.0
Pune,2465.3291295281297,4,3,4.434105522760823,0,Semi Furnished,Top,4,1,0,0,1,1,1,30484542.0
Kolkata,1868.9674631310777,2,4,16.230522820151894,2,Semi Furnished,Mid,3,1,0,2,1,1,1,17835314.0
Jaipur,1177.5955318032584,3,2,13.70813673399935,1,Fully Furnished,Mid,3,0,0,0,0,0,1,8749607.0
Hyderabad,1525.5381522325392,4,3,34.24842784422504,1,Unfurnished,Top,2,1,0,1,0,0,0,11551061.0
Hyderabad,1073.3909409290602,2,2,1.3806302348174007,1,Unfurnished,Mid,5,1,0,2,0,0,1,9010797.0
Chennai,1165.783484675615,3,4,3.623586968645817,1,Semi Furnished,Mid,1,1,0,0,1,0,1,14148452.0
Mumbai,2858.437593116735,3,2,30.057046070656682,0,Unfurnished,Ground,4,0,1,1,0,0,0,31655517.125
Kolkata,2009.3122550169055,3,2,25.900657808254678,2,Fully Furnished,Ground,3,0,0,1,1,0,1,15276422.0
Jaipur,1930.5489945033364,1,2,3.199858036079928,1,Fully Furnished,Mid,3,1,0,1,0,1,0,15795231.0
Ahmedabad,1188.409842345968,2,2,1.7098985918079395,1,Semi Furnished,Mid,2,1,0,1,0,1,1,10745433.0
Ahmedabad,2284.7920331405394,2,2,29.094303367683324,0,Unfurnished,Top,2,1,0,1,0,0,1,11606952.0
Kolkata,2049.7078008964686,2,2,2.9427427555953147,1,Fully Furnished,Ground,2,0,0,1,0,0,0,17876575.0
Jaipur,2440.810644678885,2,2,30.731905066537482,2,Unfurnished,Top,5,0,0,0,1,0,1,12956251.0
Bangalore,2416.5570741992246,3,1,48.707084637080094,1,Semi Furnished,Top,1,1,0,0,0,1,1,23338420.0
Bangalore,760.4553559512391,3,3,3.742440696341121,0,Semi Furnished,Ground,2,0,0,1,0,0,0,9205255.0
Mumbai,945.0802553650464,4,3,27.525103533804746,0,Unfurnished,Mid,2,0,0,1,0,1,0,10005569.0
Jaipur,998.1060922681818,2,3,8.270316220740643,2,Fully Furnished,Mid,4,0,1,1,1,0,1,9434480.0
Hyderabad,1028.0296783337815,3,2,23.32271365266495,0,Semi Furnished,Top,3,0,1,2,0,1,1,9514206.0
Delhi,1661.7261821301952,3,1,7.84842179050253,2,Unfurnished,Top,2,1,0,0,1,0,0,21498349.0
Ahmedabad,1216.5982739520912,4,2,1.0949423747239369,0,Unfurnished,Mid,3,1,0,2,0,1,1,10284003.0
Jaipur,2536.2992703812592,3,1,18.70817787904097,1,Fully Furnished,Top,2,1,0,0,1,1,0,19183558.0
Jaipur,2452.3399410408188,4,2,2.4499413367637564,1,Semi Furnished,Mid,1,1,0,1,1,1,1,21544999.0
Delhi,1496.76920296048,1,1,39.26459379267433,0,Unfurnished,Ground,3,0,0,0,1,1,1,11125540.0
Delhi,2477.6631080748953,3,2,8.112734796268276,1,Semi Furnished,Ground,2,1,1,0,0,0,1,31655517.125
Pune,2244.067313620101,3,1,1.2833707422480887,1,Semi Furnished,Mid,2,0,0,0,1,1,1,24035536.0
Chennai,1274.6467204113706,4,1,3.890890547078035,1,Semi Furnished,Top,2,1,0,0,1,0,1,14835267.0
Mumbai,495.39232798721923,3,4,29.763892456833904,1,Unfurnished,Ground,3,1,0,2,1,0,0,5455582.0
Ahmedabad,1391.0158075196352,3,4,5.80890052622379,2,Unfurnished,Mid,4,0,0,1,1,0,1,12202999.0
Delhi,1177.6889344607634,2,2,29.103334804842643,1,Fully Furnished,Mid,4,0,0,0,0,1,1,12619290.0
Bangalore,1603.2528125729152,3,2,2.836327304690694,0,Fully Furnished,Top,1,1,1,1,1,1,0,28558714.0
Kolkata,1544.6141434373747,2,3,9.472828206607039,1,Semi Furnished,Top,3,0,0,0,0,1,0,13316362.0
Bangalore,1531.5088294496143,1,3,31.587952220174287,0,Unfurnished,Top,1,0,0,0,1,0,0,11601528.0
Pune,1761.8423706895824,2,3,0.7442336800453839,0,Semi Furnished,Ground,3,0,0,1,1,1,0,17874328.0
Pune,893.7390264581608,5,2,5.442059236363502,1,Unfurnished,Ground,4,1,0,1,1,1,0,8812677.0
Delhi,1705.6801387848539,3,1,36.09446940801173,1,Unfurnished,Ground,3,0,1,2,0,0,1,15662989.0
Pune,1280.191923491497,4,1,13.614660626219559,1,Semi Furnished,Mid,2,1,0,1,0,1,0,12875354.0
Hyderabad,1599.9910999318436,5,3,18.893981066969936,1,Fully Furnished,Mid,4,0,0,0,0,0,1,16124394.0
Lucknow,1978.7049226160948,4,3,27.68960218534729,0,Unfurnished,Mid,1,0,1,2,1,1,0,10908561.0
Jaipur,887.8001133894852,4,2,11.122349099924229,1,Semi Furnished,Ground,2,0,0,2,1,1,1,6086700.0
Jaipur,1359.3531736652153,4,2,28.000404068194868,1,Fully Furnished,Mid,4,0,0,0,0,1,1,9056959.0
Delhi,1440.7328829855678,2,2,15.273380615986945,0,Fully Furnished,Mid,4,1,0,0,0,1,0,17947971.0
Pune,1242.8655142146795,2,3,17.358745462080883,2,Unfurnished,Ground,2,0,0,1,1,0,1,10773302.0
Kolkata,1949.9147480664788,3,3,2.4882414509891198,1,Semi Furnished,Mid,3,0,1,1,0,0,0,18122621.0
Hyderabad,1139.8058205997643,3,2,41.95785207656722,1,Fully Furnished,Ground,2,0,0,1,1,1,1,7980428.0
Mumbai,1222.2998002788306,2,2,23.850732797542307,2,Unfurnished,Mid,4,0,0,0,0,0,1,13343153.0
Pune,1145.0404335239677,3,2,4.399386640763519,1,Semi Furnished,Top,3,0,0,0,1,0,1,12749479.0
Hyderabad,2046.0277057194007,3,3,13.012318030460804,0,Unfurnished,Ground,3,0,0,1,0,1,0,15248282.0
Chennai,1253.7779437938916,4,3,7.0852774784201955,0,Semi Furnished,Mid,2,0,0,1,0,0,0,11590175.0
Mumbai,1730.022695441778,3,1,16.199890655090865,0,Unfurnished,Mid,3,0,0,2,1,0,0,19400034.0
Jaipur,2487.852550615037,3,2,76.12003282714275,1,Unfurnished,Top,3,0,0,1,1,0,0,14077223.0
Chennai,1462.5907898247074,3,3,0.7023871766152111,0,Semi Furnished,Top,2,0,0,0,1,1,1,17544688.0
Delhi,2056.0303400165785,3,2,45.7128499971833,0,Unfurnished,Mid,4,0,0,0,0,0,1,16478737.0
Ahmedabad,2335.677042046564,5,2,1.127179938813281,1,Semi Furnished,Top,2,0,0,0,1,1,0,22141101.0
Delhi,2013.5957800202068,2,2,9.264047027790372,1,Fully Furnished,Top,4,0,0,0,0,1,0,29552640.0
Kolkata,1491.5993420111297,3,3,9.869863063545875,1,Fully Furnished,Top,3,1,0,1,1,0,1,14550458.0
Hyderabad,1821.0538794993067,3,3,4.694474207484613,1,Unfurnished,Top,4,1,0,1,0,0,1,18330301.0
Ahmedabad,856.3107034323273,3,2,12.544849538344744,1,Semi Furnished,Mid,3,0,1,2,1,1,1,7420378.0
Mumbai,1109.978420925024,2,2,26.933272920529603,1,Fully Furnished,Top,3,1,0,1,0,0,0,16172432.0
Mumbai,1197.6624091840404,2,1,5.221297128512664,1,Semi Furnished,Top,2,1,0,0,0,1,1,19126341.0
Chennai,2620.3060600871413,2,3,1.095093067297868,2,Fully Furnished,Ground,3,0,0,2,0,0,0,29405743.0
Kolkata,1093.7077428723665,3,3,15.006653456772138,0,Semi Furnished,Top,2,0,0,2,0,0,0,9481211.0
Jaipur,1086.2616243690852,4,2,20.89949033245621,0,Semi Furnished,Mid,1,0,0,1,0,0,0,5937498.0
Pune,978.0395098755082,3,2,46.3582318611495,1,Fully Furnished,Ground,2,1,0,1,1,1,1,9362846.0
Pune,1779.9058809653804,2,1,2.6068147588329773,0,Fully Furnished,Top,4,0,0,1,0,1,0,20991792.0
Ahmedabad,1571.3106963344414,3,2,34.74415589509276,1,Unfurnished,Ground,4,1,0,1,1,1,1,9289048.0
Kolkata,2043.3794885132825,2,1,9.870276571349345,1,Semi Furnished,Ground,2,0,0,0,1,1,1,13525652.0
Kolkata,1835.6298330386771,4,3,4.0330664428132526,0,Unfurnished,Mid,2,0,0,2,1,0,1,16019982.0
Mumbai,809.8050766379663,3,3,49.350933996649985,1,Fully Furnished,Mid,3,0,1,2,0,1,1,12104611.0
Jaipur,1096.3611149948147,5,2,4.085583437934767,0,Fully Furnished,Top,2,0,0,0,1,1,0,10811155.0
Hyderabad,2182.6643741379107,3,3,19.83257434376715,0,Semi Furnished,Ground,3,1,1,1,1,1,1,21289963.0
Jaipur,1398.3508777115976,4,2,23.048861660882018,1,Semi Furnished,Ground,2,0,0,0,1,0,1,8184569.0
Bangalore,2093.795909009006,2,3,8.445449269587202,2,Fully Furnished,Ground,2,0,0,1,0,1,1,28117894.0
Kolkata,1425.1595260423414,2,1,17.567011420804903,1,Unfurnished,Mid,2,0,0,2,0,0,1,8657021.0
Delhi,1016.1717858557392,1,1,12.74621049570834,1,Semi Furnished,Mid,2,0,0,1,0,0,1,10902745.0
Lucknow,1348.369611166647,3,2,3.1985063470817514,1,Semi Furnished,Mid,2,0,0,0,1,1,0,9691645.0
Kolkata,1015.975102225152,3,2,21.39973960296226,0,Unfurnished,Mid,5,1,0,1,0,1,0,6822642.0
Ahmedabad,1217.223618798788,3,1,39.46970128424421,1,Fully Furnished,Top,3,0,1,0,0,0,0,9091558.0
Delhi,1600.462853282623,4,2,10.0601644757951,1,Fully Furnished,Top,2,1,0,2,0,0,1,27505153.0
Ahmedabad,1755.80254518451,2,2,77.5363452493821,1,Fully Furnished,Ground,3,0,0,1,1,1,0,10523048.0
Chennai,704.9043383728509,3,3,8.37833473151385,0,Fully Furnished,Top,2,1,0,2,0,1,1,8520735.0
Lucknow,1491.3159962454508,4,2,9.801300156455945,1,Unfurnished,Ground,3,0,0,0,1,1,0,8711313.0
Lucknow,1206.6921322201238,3,2,16.80815359060014,1,Fully Furnished,Ground,4,0,0,0,0,0,1,7095396.0
Mumbai,1175.7925955205937,4,3,3.082688621070265,1,Semi Furnished,Mid,3,0,0,2,1,1,1,21141143.0
Kolkata,1566.3423095665385,3,3,34.833555496584225,1,Semi Furnished,Mid,3,1,0,2,1,0,0,11970714.0
Mumbai,1224.774063655394,3,2,24.237333519225825,1,Semi Furnished,Top,2,1,0,0,1,1,0,17579366.0
Pune,2191.068997423337,2,2,30.884855858078843,1,Unfurnished,Top,3,0,1,2,1,1,1,18939127.0
Ahmedabad,2094.03093812553,4,2,14.1071599873411,0,Unfurnished,Top,1,1,0,2,0,0,1,15555919.0
Bangalore,2090.91414697102,4,2,32.27992044641316,0,Semi Furnished,Ground,3,1,0,1,1,0,1,19993069.0
Bangalore,1252.5449022548491,5,1,17.090224644421795,2,Fully Furnished,Ground,5,0,1,2,0,1,1,17636703.0
Pune,1018.7505825403389,3,2,10.74810723271987,1,Fully Furnished,Mid,4,1,0,1,0,1,1,12755195.0
Chennai,1541.0149646940577,4,3,40.27763826433328,1,Fully Furnished,Top,4,1,0,0,1,1,1,16736377.0
Bangalore,1424.8258168568664,3,2,8.689773113984023,2,Fully Furnished,Mid,2,0,0,1,1,1,0,21301319.0
Ahmedabad,1195.5884187883175,3,1,10.414313122622266,1,Semi Furnished,Top,3,0,0,2,1,1,0,9663874.0
Bangalore,912.1327766665192,4,2,2.7867001100661133,1,Fully Furnished,Top,4,0,0,1,0,0,1,13979076.0
Pune,1479.2410153659641,2,3,44.24963196864698,1,Unfurnished,Mid,1,0,0,0,0,0,1,10803955.0
Delhi,1297.9652748737633,2,2,3.7471803821457583,0,Fully Furnished,Ground,4,0,1,1,1,1,1,17924842.0
Mumbai,1844.1735185190098,3,3,3.3737253702996375,2,Fully Furnished,Top,1,0,0,0,0,0,1,31655517.125
Hyderabad,1832.5530257607397,4,2,1.6003310307881913,1,Semi Furnished,Mid,5,0,1,1,0,1,1,19891457.0
Ahmedabad,2050.3999027113587,3,3,9.059457367062597,0,Fully Furnished,Top,1,0,0,1,0,1,0,20127657.0
Mumbai,870.3522240599809,3,2,4.795117230212477,0,Semi Furnished,Ground,2,0,0,1,0,0,1,12490614.0
Lucknow,1700.5291538468164,5,2,20.25123025157319,2,Semi Furnished,Mid,1,0,0,0,1,1,0,10831969.0
Jaipur,1136.267146883164,3,3,5.512173928789234,0,Fully Furnished,Ground,1,1,0,2,1,0,0,9105054.0
Bangalore,889.7928945944576,2,4,19.135806019762853,0,Semi Furnished,Top,4,1,0,2,1,0,0,10224067.0
Bangalore,1285.698881525645,3,3,3.2716140970129293,1,Unfurnished,Ground,1,1,0,0,0,0,1,14330000.0
Chennai,2034.3524900673087,4,3,3.9198060884636625,2,Semi Furnished,Top,4,1,1,1,1,1,1,28226941.0
Mumbai,1313.8408232147578,2,2,24.61192886037123,1,Semi Furnished,Top,4,0,0,1,1,0,1,17234334.0
Jaipur,2282.727329979556,3,2,6.9565914681483125,2,Fully Furnished,Top,4,0,1,1,0,1,1,24428109.0
Bangalore,1774.4392577601668,1,2,1.777935546015564,2,Fully Furnished,Mid,4,1,0,0,1,1,1,28061103.0
Lucknow,1302.9547605097116,3,2,48.819023771854845,2,Semi Furnished,Ground,5,0,0,2,0,0,1,6936009.0
Chennai,2080.0242144532044,2,2,2.9291353222767262,1,Unfurnished,Ground,1,1,0,2,1,1,0,17821749.0
Mumbai,1722.698386057143,3,2,2.441262910498832,1,Unfurnished,Mid,5,0,0,1,0,0,0,24249936.0
Chennai,1033.7203057766474,3,3,6.656434000467156,0,Semi Furnished,Mid,1,0,0,0,1,0,1,10024677.0
Mumbai,2429.4013177902575,4,2,1.5078131714732228,0,Semi Furnished,Ground,2,1,0,1,0,1,1,31655517.125
Kolkata,1629.7394115432382,3,2,2.537225351857466,1,Semi Furnished,Top,1,1,0,0,0,0,1,14674993.0
Kolkata,1509.398095992746,4,1,28.10540773444034,0,Semi Furnished,Ground,3,0,1,1,0,0,0,9639548.0
Pune,1072.233665047192,3,4,2.8222007549319543,1,Fully Furnished,Top,1,1,0,1,0,1,1,15502762.0
Ahmedabad,2089.769133803869,1,3,1.772073961693456,0,Semi Furnished,Top,2,0,1,0,1,0,0,18012910.0
Chennai,1758.6377136806532,2,2,31.798646092060807,0,Semi Furnished,Ground,3,1,0,0,1,0,0,11592074.0
Pune,1814.6190901476205,4,3,8.799315886304644,2,Unfurnished,Mid,3,0,0,1,1,0,1,19630338.0
Chennai,1246.2343282371157,3,3,2.564724408329329,1,Semi Furnished,Mid,2,1,1,0,0,1,1,14420654.0
Bangalore,1917.0502859550343,5,3,13.06680059806579,1,Semi Furnished,Top,3,1,0,1,1,1,0,27827686.0
Hyderabad,1955.9067967854007,2,2,0.6358771385844283,1,Semi Furnished,Ground,2,0,1,0,0,0,1,18981585.0
Chennai,1165.6108806094387,2,2,8.363061297617696,1,Semi Furnished,Ground,3,1,1,2,0,1,1,11975729.0
Bangalore,791.5049301595045,3,1,13.385457638382022,1,Semi Furnished,Mid,3,0,0,2,0,1,1,8826097.0
Jaipur,1790.686529669462,3,4,47.240257019109855,1,Unfurnished,Ground,5,1,0,2,0,0,0,8769000.0
Kolkata,713.3265251971301,2,4,5.928224496562707,1,Fully Furnished,Mid,4,1,0,0,1,1,1,7419478.0
Pune,1576.0078889188896,3,3,21.725808308246002,0,Fully Furnished,Top,1,0,0,2,0,1,1,18119075.0
Hyderabad,1276.3774476063463,3,2,2.135551900855484,0,Unfurnished,Ground,2,0,0,0,1,1,1,10323837.0
Lucknow,2109.3326053944606,3,2,8.526353631375088,1,Semi Furnished,Ground,4,1,0,2,0,0,0,11371377.0
Kolkata,1303.5780546163965,2,2,3.7873251176871023,1,Unfurnished,Mid,3,0,0,0,1,0,0,8975155.0
Pune,2053.636486001902,3,2,10.172927887364546,2,Semi Furnished,Top,4,0,0,2,0,0,1,24203922.0
Hyderabad,1242.8952778184869,3,2,8.099488070002844,2,Fully Furnished,Top,3,1,0,0,1,1,0,15909268.0
Lucknow,1999.9955025298054,3,1,58.519992709804114,1,Fully Furnished,Mid,4,1,1,1,0,1,1,12333476.0
Delhi,2530.170771918416,3,4,37.4239907746111,1,Fully Furnished,Top,2,1,0,2,1,0,0,31655517.125
Bangalore,965.9764308168798,4,2,13.091498261239682,2,Semi Furnished,Ground,3,0,1,1,0,0,1,11525601.0
Delhi,1646.017860865454,3,3,2.9130540456245524,2,Semi Furnished,Ground,4,0,0,1,1,1,0,24427571.0
Bangalore,2858.437593116735,4,3,12.211326432344787,0,Unfurnished,Mid,2,0,1,1,1,0,1,31655517.125
Mumbai,1533.2944134514607,3,2,23.559192696046658,0,Semi Furnished,Top,2,1,1,2,1,1,1,24521564.0
Ahmedabad,1530.8941351148242,2,2,0.5815351746325532,0,Semi Furnished,Top,3,0,0,1,0,1,0,11806995.0
Hyderabad,1894.2494736755098,3,4,8.53819582305588,1,Fully Furnished,Ground,4,0,0,1,0,0,1,18667413.0
Delhi,1520.5404320473772,3,3,0.6537450832955556,1,Semi Furnished,Mid,4,0,0,0,0,0,1,21967895.0
Ahmedabad,646.3870027147237,3,2,4.1948739927934104,1,Unfurnished,Mid,3,1,0,1,0,1,1,5304845.0
Hyderabad,2066.143687419469,3,1,1.4495577817200147,1,Unfurnished,Ground,3,0,0,0,0,1,0,16771216.0
Pune,498.5257930674036,2,3,48.50157602968092,2,Fully Furnished,Ground,4,1,0,0,0,0,1,4199355.0
Mumbai,1291.604174430829,3,2,2.7737896706243785,1,Semi Furnished,Top,2,1,0,1,1,0,1,24546553.0
Pune,2103.712874578324,4,2,2.4396172721972196,0,Fully Furnished,Mid,4,0,0,0,0,0,1,24413812.0
Bangalore,1321.7287856786072,3,3,53.662736796579836,2,Fully Furnished,Ground,2,1,0,0,0,0,0,13735092.0
Ahmedabad,1153.1517537677978,3,3,10.884041887959356,1,Unfurnished,Mid,3,1,0,1,1,1,0,8779418.0
Hyderabad,1939.6319525832803,5,2,21.28133551557142,2,Fully Furnished,Mid,4,1,0,2,1,0,0,20023401.0
Chennai,1074.4426065828068,3,3,5.947163907543612,0,Fully Furnished,Top,3,1,0,0,1,0,1,13211608.0
Ahmedabad,888.8871402040231,2,3,11.416916873380838,2,Unfurnished,Ground,1,1,0,1,1,1,0,5845102.0
Jaipur,1637.2569937466417,4,3,0.10315959946491389,1,Fully Furnished,Top,4,0,1,0,0,1,0,17468366.0
Lucknow,1408.5383507937045,2,2,7.884482305631023,0,Fully Furnished,Ground,3,0,1,2,1,0,0,10470955.0
Delhi,878.163442905579,3,2,12.148241766951584,1,Semi Furnished,Ground,1,1,0,0,0,0,0,9280649.0
Hyderabad,1818.4762699974349,2,1,10.835864538475043,2,Semi Furnished,Mid,1,0,0,0,1,0,0,12500742.0
Kolkata,1732.243802788617,1,2,7.808586732141149,1,Semi Furnished,Ground,2,1,0,2,0,0,0,12473194.0
Kolkata,1320.122491697184,2,4,23.26100326137801,0,Semi Furnished,Mid,2,0,0,1,1,0,1,9223757.0
Lucknow,1354.3339969375268,3,4,10.446513454514397,1,Unfurnished,Ground,3,0,1,2,0,0,1,8387703.0
Bangalore,1735.1963710045784,2,3,15.163988626372102,2,Unfurnished,Ground,3,0,0,0,0,0,0,15491045.0
Ahmedabad,2095.1807098760332,2,2,3.061536068981466,0,Semi Furnished,Mid,4,0,0,0,0,0,1,14441345.0
Ahmedabad,1358.6033949453376,4,3,29.65328474196276,0,Fully Furnished,Top,3,1,0,0,1,1,0,10678807.0
Kolkata,1827.3442465040723,4,2,6.760927277774672,0,Fully Furnished,Mid,2,0,0,1,0,0,0,14503128.0
Ahmedabad,1782.6001085422995,4,1,9.8697018161249,0,Fully Furnished,Ground,1,0,0,0,1,1,0,14259849.0
Lucknow,1939.653646354488,4,2,6.512478209461192,0,Semi Furnished,Top,1,1,0,0,1,0,1,16323199.0
Ahmedabad,1519.6545993717327,3,2,33.37147409377998,1,Fully Furnished,Ground,4,0,0,2,0,0,0,9133120.0
Bangalore,1043.8372429668211,4,2,34.65021134103822,1,Unfurnished,Top,2,0,1,0,1,0,1,10248283.0
Delhi,1268.7504234000153,3,2,3.809538741228132,1,Semi Furnished,Top,3,0,0,1,0,0,0,19023671.0
Jaipur,1671.426732890824,3,2,20.95817947365837,1,Semi Furnished,Ground,4,0,0,1,0,0,0,8906747.0
Delhi,2409.2321891907964,3,2,1.6285439840669447,0,Fully Furnished,Ground,4,1,0,0,1,0,1,31655517.125
